"","CODERESP","weight.coefficient","Country","Country.code","DURINT","Date.of.interview","CATI/CAWI","Language","A1","A2_01","A2_02","A2_03","A2_04","A2_05","A3","Q00A","Q00B","Q00C_1","Q01","Q02","Q03_1","Q04_1","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16B_1","Q16B_2","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q18MODE","Q18_01","Q18_02","Q18_03","Q18_04","Q18_05","Q18_06","Q18_07","Q18_08","Q18_09","Q18_10","Q18_11","Q18_12","Q18_13","Q18@_13","Q18B","Q18C","Q18D","Q18E_1","Q18E_2","Q18E_3","Q18E_4","Q18E_5","Q18E_6","Q18E_7","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q20_01","Q20_02","Q20_03","Q20_04","Q21","Q22","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25NEW","coderesp"
"2849",2395058,10366.3439538792,"Spain","ES",5.85,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",47,"37200","1","1",NA,"37200","6","1",4,3,"4","-1","4",1,1,3,1,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,3,3,2,3,1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395058
"2850",2395060,1876.98273388274,"Spain","ES",6.1,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",37,"37002","1","1",NA,"37002","6","1",2,2,"2","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,3,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,5,2395060
"2851",2395062,3778.2897829816,"Spain","ES",8.33333333333333,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",67,"08328","1","2",NA,"08860","4","1",3,3,"3","-1","4",1,1,2,0,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,1,1,1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395062
"2852",2395063,11680.0445608564,"Spain","ES",7.65,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",54,"41710","4","-1",NA,NA,"1","2",3,3,"4","-1","4",0,0,1,0,1,2,2,1,1,2,2,1,99999997,2,-1,-1,2,2,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,2,2,1,4,4,4,4,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395063
"2853",2395065,2218.41901269907,"Spain","ES",6.41666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",38,"06001","1","2",NA,"06001","5","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,1,2,2,-1,-1,1,1,1,1,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,2,2,3,4,1,4,3,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,6,2395065
"2854",2395067,2232.93822690684,"Spain","ES",5.3,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",23,"48800","5","1","48800",NA,"6","1",3,3,"4","-1","2",1,0,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,2,2,2,2,1,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395067
"2855",2395068,3314.30009817632,"Spain","ES",5.1,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",60,"36600","1","1",NA,"36600","8","1",4,3,"3","-1","4",2,0,4,0,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,4,4,2,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395068
"2856",2395069,3250.26613897651,"Spain","ES",14.1166666666667,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",66,"17458","7","-1",NA,NA,"8","1",2,2,"2","-1","4",2,1,0,0,1,2,2,1,1,1,2,0,0,2,-1,-1,2,2,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,4,4,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395069
"2857",2395070,10221.7498346962,"Spain","ES",5.95,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",18,"48220","5","1","48200",NA,"3","2",4,1,"4","-1","4",2,1,4,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,1,3,2,2,3,3,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,3,2395070
"2858",2395071,1937.3570570597,"Spain","ES",5,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",32,"29012","1","2",NA,"29012","6","1",4,3,"3","-1","4",1,1,1,1,2,2,2,2,2,1,1,3,3,2,1,2,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,3,2,2,2395071
"2859",2395072,2079.67940406141,"Spain","ES",4.28333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",29,"18730","5","1","18730",NA,"7","1",2,2,"5","-1","4",1,0,0,0,1,2,2,2,1,2,2,0,0,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395072
"2860",2395075,2413.00277524635,"Spain","ES",6.9,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",54,"28023","1","1",NA,"28023","7","1",4,4,"3","-1","4",1,0,2,0,2,2,2,2,2,2,2,1,0,2,1,1,2,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,4,1,1,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395075
"2861",2395079,1027.07978696153,"Spain","ES",9.05,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",67,"48940","7","-1",NA,NA,"8","1",1,1,"1","2","-1",1,0,1,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,2,4,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395079
"2862",2395081,1982.44149176233,"Spain","ES",9.71666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",49,"03503","1","1",NA,"03503","7","2",2,2,"2","-1","4",1,0,0,0,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,1,4,4,4,4,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,3,2395081
"2863",2395083,1876.98273388274,"Spain","ES",12.0666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",38,"43005","1","2",NA,"43764","6","2",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,1,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,3,2,4,4,4,4,3,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395083
"2864",2395084,8113.56681969653,"Spain","ES",11.7166666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",22,"35200","1","1",NA,"35200","3","1",2,2,"6","-1","1",2,0,1,1,1,2,2,2,2,2,2,99999997,2,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,3,3,1,2,3,3,3,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,2395084
"2865",2395085,2453.86413801552,"Spain","ES",6.95,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",37,"08227","4","-1",NA,NA,"6","1",4,2,"3","-1","4",1,0,1,0,2,2,2,2,1,1,1,1,2,-1,-1,-1,-1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,4,4,4,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,6,-1,-1,-1,6,2395085
"2866",2395087,2168.40401858162,"Spain","ES",7.91666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",38,"08013","1","1",NA,"08028","6","2",1,1,"1","2","-1",0,1,0,0,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,1,4,4,4,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2395087
"2867",2395088,11198.3768422296,"Spain","ES",7.65,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",55,"35540","7","-1",NA,NA,"4","1",2,2,"2","-1","4",2,0,3,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,3,3,1,3,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395088
"2868",2395089,2765.48531855827,"Spain","ES",6.53333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",40,"15300","1","1",NA,"15004","8","1",3,1,"3","-1","4",1,0,4,0,2,2,2,2,2,1,2,99999997,99999997,1,1,1,1,1,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395089
"2869",2395091,12156.4734255125,"Spain","ES",5.71666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",62,"39120","1","1",NA,"39006","4","1",2,2,"2","-1","4",1,0,1,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395091
"2870",2395092,32778.4171605269,"Spain","ES",8.21666666666667,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",52,"45910","1","2",NA,"45910","4","1",2,2,"5","-1","4",1,0,0,0,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395092
"2871",2395095,12427.867838276,"Spain","ES",9.85,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",45,"46980","3","-1",NA,NA,"3","1",4,1,"3","-1","4",1,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,3,3,4,3,4,3,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395095
"2872",2395096,1723.83274060097,"Spain","ES",7,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",27,"24007","1","1",NA,"24004","6","1",2,2,"5","-1","4",2,0,0,0,2,2,1,2,1,2,2,0,0,1,1,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,0,1,0,0,3,-1,-1,-1,-1,-1,-1,-1,2,2395096
"2873",2395097,2019.0042001447,"Spain","ES",4.06666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",52,"37007","1","1",NA,"37007","8","1",3,3,"3","-1","4",1,0,3,0,1,1,1,1,1,1,1,99999997,99999997,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395097
"2874",2395098,7264.21467377273,"Spain","ES",7.51666666666667,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",50,"03201","1","2",NA,"03201","3","1",2,2,"2","-1","4",3,0,0,0,2,2,2,2,2,2,2,1,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2395098
"2875",2395101,1829.74109553931,"Spain","ES",6.96666666666667,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",65,"32890","7","-1",NA,NA,"6","1",2,2,"2","-1","4",2,1,0,0,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,4,4,1,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395101
"2876",2395102,2960.40943416394,"Spain","ES",8.83333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",36,"23420","1","1",NA,"23420","6","1",7,5,"3","-1","4",2,0,1,0,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,1,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395102
"2877",2395103,1560.57084540891,"Spain","ES",15.5833333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",18,"28941","5","1","28933",NA,"6","2",4,4,"4","-1","4",3,1,2,0,2,1,1,1,1,1,2,0,3,1,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,4,2,4,4,1,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,4,2395103
"2878",2395104,10048.6209831672,"Spain","ES",5.55,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",40,"31010","3","-1",NA,NA,"3","1",2,2,"5","-1","4",1,0,0,0,2,2,2,1,2,2,2,0,0,-1,-1,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,4,2395104
"2879",2395105,7483.23701146945,"Spain","ES",7.8,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",18,"03201","5","2","03201",NA,"2","2",4,4,"5","-1","4",1,1,1,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,1,1,2,4,3,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395105
"2880",2395106,2095.56170930575,"Spain","ES",8.05,"2021-05-29","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",43,"01010","1","1",NA,"01010","6","1",2,2,"2","-1","4",1,0,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395106
"2881",2395107,2011.69728044371,"Spain","ES",11.6833333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",70,"35010","7","-1",NA,NA,"8","1",5,5,"3","-1","4",3,0,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,1,4,2,4,2,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395107
"2882",2395108,7677.84760065218,"Spain","ES",11.7166666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",21,"17800","5","1","17800",NA,"3","2",3,3,"3","-1","4",2,0,4,0,2,2,1,1,1,1,1,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395108
"2883",2395109,11570.8118792713,"Spain","ES",4.13333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",50,"08004","1","2",NA,"08004","3","2",5,4,"3","-1","2",0,0,0,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,1,2395109
"2884",2395110,1601.15536935503,"Spain","ES",16.6833333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",21,"23330","5","2","23008",NA,"5","1",3,3,"5","-1","4",2,0,0,0,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395110
"2885",2395111,12132.9494849086,"Spain","ES",8.6,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",59,"12215","4","-1",NA,NA,"7","1",3,3,"3","-1","4",1,0,3,0,2,2,2,2,2,2,2,99999997,99999997,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,3,2,4,4,4,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,6,2395111
"2886",2395112,1514.89544127846,"Spain","ES",12.2333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",54,"19004","1","1",NA,"19004","7","2",2,2,"4","-1","4",1,0,1,0,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,1,2,4,4,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2395112
"2887",2395115,2453.86413801552,"Spain","ES",8.86666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",36,"38001","1","1",NA,"38001","7","1",4,2,"3","-1","2",2,0,2,1,2,2,2,1,2,1,2,4,3,1,1,1,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,3,1,4,1,1,1,2,1,2,2,1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,4,4,2395115
"2888",2395116,1885.66596330945,"Spain","ES",6.58333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",29,"03296","1","2",NA,"03296","7","1",3,3,"5","-1","4",1,1,0,0,2,2,1,2,2,2,2,0,0,2,2,2,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395116
"2889",2395117,2453.86413801552,"Spain","ES",6.55,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",37,"17003","1","1",NA,"17455","6","1",4,2,"3","-1","4",2,0,0,0,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,4,4,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395117
"2890",2395118,7606.04377508874,"Spain","ES",7.63333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",23,"47005","5","1","47005",NA,"3","1",4,4,"3","-1","4",1,0,1,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,0,0,1,0,2,2,-1,4,4,-1,-1,-1,2,2395118
"2891",2395121,1481.90182542369,"Spain","ES",6.46666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",31,"08222","1","1",NA,"08222","7","1",2,2,"2","-1","4",2,0,0,0,2,1,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395121
"2892",2395123,10607.231644087,"Spain","ES",7.76666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",20,"46016","5","1","46022",NA,"4","1",4,4,"3","-1","4",3,1,1,0,2,2,2,2,2,2,2,0,0,2,2,1,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2395123
"2893",2395124,5817.93124477683,"Spain","ES",6.51666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",23,"29003","5","1","29003",NA,"4","1",2,2,"4","-1","4",1,0,0,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395124
"2894",2395125,2212.05561562329,"Spain","ES",6.26666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",20,"11130","5","1","11510",NA,"6","1",5,5,"5","-1","4",3,0,1,0,1,1,1,2,2,2,2,5,5,2,2,2,1,1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,0,0,1,0,3,1,-1,-1,-1,-1,-1,-1,1,2395125
"2895",2395128,2616.20205027786,"Spain","ES",8.05,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",46,"38686","1","1",NA,"38686","7","1",3,1,"3","-1","5",1,0,2,1,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,2,3,1,1,4,2,3,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2395128
"2896",2395129,1586.18124029946,"Spain","ES",6.53333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",23,"29000","5","2","29000",NA,"6","1",4,4,"4","-1","2",2,1,4,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,2,3,1,3,1,1,2,2,2,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,4,4,2395129
"2897",2395131,10398.6276442475,"Spain","ES",11.5333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",48,"01010","1","1",NA,"01010","3","1",3,1,"3","-1","4",1,0,2,0,2,2,2,2,2,2,1,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,4,2,4,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395131
"2898",2395132,2297.34546040947,"Spain","ES",7.76666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",45,"08015","1","1",NA,"08028","6","1",5,4,"3","-1","4",2,1,3,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,4,3,3,2,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395132
"2899",2395133,2393.02345383046,"Spain","ES",7.91666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",43,"46019","1","1",NA,"46017","6","1",4,3,"3","-1","4",2,1,0,0,2,2,2,2,2,1,1,1,99999997,1,1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395133
